rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	term_value_dce	deep_batch
1507	US-SAM:81249f28dffc4d449cdeaad2efecb54e	2023 Light Duty Vocational Trucks	GENERAL SERVICES ADMINISTRATION	2027-12-21T00:00:00+00:00			LOW		omatically be available in AutoBid This is specific to each contractor New offerors should submit a list of all makes/models they wish to propose Submit to John Hampson, GSA Vehicle Engineering Branch Chief, at john.hampson@gsa.gov 5 [SLIDE 6] 6 AUTOBID SCHEDULE AutoBid will open on March 15, 2023,…	M | 89D | K5500 GM | 92 | EXP GM | 94 | EXP GM | 94B | G4500 GM | 95 | C3500 GM | 95B | C4500 GM | 95C | C5500 GM | 146 | K2500HD GM | 73C | C2500HD GM | 73E | C2500HD GM | 73F | C3500 GM | 74A | C3500 GM | 77 | K2500HD GM | 77C | K2500HD GM | 77E | K2500HD GM | 78 | K3500 GM | 78C | K3500 GM | 79A…	batch-150.json
1508	TED:451677-2026	France – Magnetic tapes – Fourniture de cartouches magnétiques et de cartouches de nettoyage	CNRS Rhône Auvergne	2026-09-10T02:00:00+00:00			LOW		nées modèle LTO9 (18 To) | 100 | 0 | 0 | | | Cartouche de données modèle LT10 (30 To) | 100 | 0 | 0 | | | Cartouches de nettoyage LTO universelles | 400 | 0 | 0 | | | Famille LTO Ultrium LIBRARYPACK (technologie Strontium Ferrite et/ou technologie Barium Ferrite) - codes à barres inclus | | Prix u…	AG), applicable aux Marchés Publics de Technique de l’Information et de la Communication (CCAG/TIC) - passé au nom de l’Etat, approuvé par l’arrêté du 30 mars 2021. Ce document n’est pas matériellement joint mais consultable sur : https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000043310689 • L’offr…	batch-150.json
1509	US-SAM:e7dc5ce447424b67858bf12eb9e2c4c6	Tolterodine Tartrate ER 24HR Capsules	DEPT OF DEFENSE	2029-12-12T00:00:00+00:00			LOW		tation SPE2D2-23-R-0001 Golden State Medical Supply Inc.’s (1HT23) offer dated 01/26/2023 which are being accepted by the Government to form this contract. Golden State Medical Supply Inc.’s response to negotiations dated 05/04/2023 for round 1, 05/15/2023 for round 2, and 06/07/2023 for round 3, w…	pted by the Government to form this contract. CONTRACT NO. SPE2D2-23-D-0010 Page 3 of 21 19. ITEM NO. 20. SCHEDULE OF SUPPLIES/SERVICES 21. ESTIMATED QUANTITY 22. UNIT 23. UNIT PRICE 24. AMOUNT 0001 0001AA 0001AB 0001AC 0001AD 0001AE 0002 0002AA 0002AB 0002AC 0002AD 0002AE 0003 0003AA 0003AB 0003AC…	batch-150.json
1510	US-SAM:1b75402d27cd4c678db3fb2049f470ba	Shaw OS2 High Speed Fiber Optic Cable	DEPT OF DEFENSE	2026-09-07T14:00:00+00:00			LOW		38TH CYBERSPACE ENGINEERING INSTALLATION GROUP (ACC) TINKER AIR FORCE BASE OKLAHOMA STATEMENT OF OBJECTIVES (SOO) OS2 High Speed Fiber Optic Cable (FOC) Infrastructure Upgrade (VLSB-2024-00001-00001) Shaw AFB SC 21-Feb 2026 Prepared By 38 ES/ENIU 4064 Hilltop Road Tinker AFB OK 73145-2713 2/13/2026…		batch-150.json
1511	US-SAM:51c236ca4586473ba1a228b669e6ded5	J065--BD PYXIS (CATO) Maintenance Support Services	VETERANS AFFAIRS, DEPARTMENT OF	2026-09-04T21:00:00+00:00			LOW		===== FILE: files/36C26326Q1034_1.docx ===== GENERAL INFORMATION PLACE OF PERFORMANCE ADDITIONAL INFORMATION DESCRIPTION NOTICE OF INTENT TO AWARD SOLE SOURCE: Department of Veterans Affairs (VA) Regional Procurement Office Central (RPOC), Network Contracting Office 23 (NCO 23) intends to award a s…	E | 30 DAYS AFTER THE RESPONSE DATE RECOVERY ACT FUNDS | N SET-ASIDE | PRODUCT SERVICE CODE* | J065 NAICS CODE* | 811210 CONTRACTING OFFICE ADDRESS | DEPARTMENT OF VETERANS AFFAIRS NETWORK CONTRACTING OFFICE 23 1303 5TH STREET, SUITE 300 CORALVILLE IA 52241 POINT OF CONTACT* | ADDRESS | | | | | POS…	batch-151.json
1512	TED:530784-2026	Poland – Servers – Zakup serwera do budowy środowiska AI/ML	Zakład Informatyki Lasów Państwowych im. Stanisława Kostki Wisińskiego	2026-08-28T02:00:00+00:00			LOW		ytucja zamawiająca lub podmiot zamawiający określone w części I uzyskał(-a)(-o) dostęp do dokumentów potwierdzających informacje, które zostały przedstawione w części III i IV niniejszego jednolitego europejskiego dokumentu zamówienia na potrzeby postępowanie o udzielenie zamówienia określonego w c…	ormacje, które zostały przedstawione w części III i IV niniejszego jednolitego europejskiego dokumentu zamówienia na potrzeby postępowanie o udzielenie zamówienia określonego w części I. Data, miejscowość oraz – jeżeli jest to wymagane lub konieczne – podpis(-y): data - Miejsce - Podpis -24- ===== …	batch-151.json
1513	US-SAM:b9bdcb509b7549b2a22b23bb2ba196f9	GORE RF Cables	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION	2026-08-27T18:00:00+00:00			LOW		===== FILE: files/SATPC0041903_Tab_04_4_SOW.pdf ===== STATEMENT OF WORK 1. Objective/Requirements The Goddard Space Flight Center (GSFC) requires the procurement of Gore Phaseflex Cables for use in the Lunar Communications Relay and Navigation Service (LCRNS) Interoperability and Performance Test B…	(3) Identification of carrier; (4) Notation "UNITED STATES GOVERNMENT, _____ [agency] _____, Duty-free entry to be claimed pursuant to Item No(s) _____ [from Tariff Schedules] _____, Harmonized Tariff Schedules of the United States. Upon arrival of shipment at port of entry, District Director of Cu…	batch-151.json
1514	TED:589331-2026	Romania – Software package and information systems – Dezvoltarea platformei digitale pentru derularea procedurilor de reglementare din punct de vedere al mediului	Ministerul Mediului, Apelor si Padurilor	2026-09-28T03:00:00+00:00	44792152.0	RON	LOW				batch-151.json
1515	US-SAM:126ead8d355f422e87264ed902e62fab	Personal Sleep Systems	DEPT OF DEFENSE	2026-09-03T19:00:00+00:00			LOW		===== FILE: files/A02_Brand_Name_or_Equal_Memo_sleep_systems_Redacted.pdf ===== CU 1 CU CUI CUI CUDEPARTMENTT OFF THEE AIRR FORCEE HEADQUARTERSS 133RDD AIRLIFTT WINGG (AMC)) SAINTT PAULL MINNESOTA 27 July 2026 MEMORANDUM FOR 133 SFS FROM: MSG/MSC 133rd Mission Support Group 610 Militia Drive Saint …	ayment request includes documentation appropriate to the type of payment request in accordance with the payment clause, contract financing clause, or Federal Acquisition Regulation 52.216-7, Allowable Cost and Payment, as applicable. (5) Receiving report. The Contractor shall ensure a receiving rep…	batch-151.json
1516	US-SAM:1f38fb7b84044bf09086d97d9d96e04f	Sole Source to Zuken USA Inc. for Zuken E3 Cable Software and Maintenance	DEPT OF DEFENSE	2026-08-27T18:00:00+00:00			LOW		for Hardware, Software, and Services Developed or Provided by Kaspersky Lab and Other Covered Entities (Nov 2021) 52.204-24 Representation Regarding Certain Telecommunications and Video Surveillance Services or Equipment (Nov 2021) 52.204-25 Prohibition on Contracting for Certain Telecommunications…		batch-151.json
1517	TED:403102-2026	Luxembourg – Safety consultancy services – Framework contract - Implementation of the European Radioisotope Valley Initiative (ERVI)	European Commission, DG ENER - Energy	2026-09-10T23:59:59+02:00	4000000.0	EUR	LOW		ng of the ERVI Steering Group | | | | | | | | | Man-days | | | | | Price Item | Description | Project Manager (T1) | Expert radioisotopes (T2) | Other Profile 1 | Other Profile 2 | | 4 | Agenda preparation | | | | | | | Minutes and follow up | | | | | | | Background paper | | | | | TOTAL P4 | | Tot…	• Strategic international partnerships • Evolution of the regulatory framework. Furthermore, the Commission will build a coordination mechanism to ensure coherence between these pillars as they advance over time. The objective of this contract will be to ensure technical, scientific, administrative…	batch-151.json
1518	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317628	Junta de Gobierno Local del Ayuntamiento de Alcalá de Guadaíra		2026-09-18T00:00:00+00:00	748948.39	EUR	LOW		.- CRITERIOS DE ADMISIÓN DE LOS CANDIDATOS , CRITERIOS DE SELECCIÓN DE LOS LICITADORES, Y CRITERIOS DE ADJUDICACIÓN DEL CONTRATO: 7.1.- Criterios de admisión de los candidatos: A) En los términos previstos legalmente, los candidatos deberán disponer de capacidad de obrar, no incurrir en prohibición…	ocumento firmado electrónicamente Plaza del Duque nº 1 – 41500 – Alcalá de Guadaíra. – C.I.F. P4100400C - Nº registro EE.LL. 01410042 - http://www.ciudadalcala.org 15 Cód. Validación: 99KGFK2PENMS6YADYK5LFYSZA Verificación: https://ciudadalcala.sedelectronica.es/ Documento firmado electrónicamente …	batch-151.json
1519	US-SAM:d809ded4896d42709ece206d472ba3c7	NAFI Connectors	DEPT OF DEFENSE	2026-09-01T20:00:00+00:00			LOW		Software - Identify software delivery due date and license coverage period Software License Renewal - Identify software delivery due date and software license coverage period *** All dates shall be from contract award forward. Contracts shall not be backdated due to missed license renewal or to avo…	===== FILE: files/Hardware_Equipment_List_NAFI_Connectors.xlsx ===== [SHEET Instructions] Equipment List Instructions | | | | | | | | | | | | | | | Alexsys & PRI | Identify the Alexsys # and the PRI # applicable to this purchase | | | | | | | | | | | | | | Acquisition Type | Identify whether the ac…	batch-151.json
1520	US-SAM:828987e8233e4390aebffa3ff35fa4cd	Open, Inspect, Repair of Z Drive Clutch	HOMELAND SECURITY, DEPARTMENT OF	2026-08-27T13:00:00+00:00			LOW		n shall include, at a minimum, the subcontractor’s name, business size, and a brief description of the work to be performed. The Government will evaluate the offeror’s proposed use of subcontractors as part of its assessment of technical capability and performance risk, including the offeror’s abil…		batch-151.json
1521	TED:568261-2026	Poland – Computer equipment and supplies – Dostawa wraz z transportem, rozładowaniem i wniesieniem sprzętu komputerowego dla jednostek UMP w ramach umowy ramowej.	Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu	2026-08-31T10:00:00+02:00			LOW			otykowy o przekątnej 8,8 cm Skanowania do chmury Skanowania bezpośrednio do e-mail / PDF. Skanowanie do pamięci USB Dołączone akcesoria | Kabel zasilający Kabel USB Tonery startowe Wymiary maksymalne (dopuszczana tolerancja +/-10%) | Szerokość: 410 mm Wysokość: 462 mm Głębokość: 401 mm Waga: 21,90 …	batch-152.json
1522	TED:569216-2026	Slovenia – Medium-voltage equipment – SN STIKALNI BLOKI	ELEKTRO MARIBOR, podjetje za distribucijo električne energije, d.d.	2026-08-31T10:00:00+02:00			LOW		op priložiti ustrezno soglasje), ali b) naročnik že razpolaga z zadevnimi dokazili. Gospodarski subjekt daje uradno soglasje, da naročnik pridobi dostop do dokazil, predloženih v Delu III in Delu IV tega enotnega evropskega dokumenta v zvezi z oddajo javnega naročila za namene postopka oddaje javne…	s | | | 2 | kos | | 0 | 0.22 | 0 4. | 4VmVmTsTs | | | 1 | kos | | 0 | 0.22 | 0 5. | 5VmVmVmTsTs | | | 2 | kos | | 0 | 0.22 | 0 6. | 3VmVmVm | | | 1 | kos | | 0 | 0.22 | 0 7. | 4VmVmVmVm | | | 1 | kos | | 0 | 0.22 | 0 SKUPAJ PONUDBENA CENA: | | | | | | | 0 | 0 | 0 Kraj in datum: | | | | Podpis: | | …	batch-152.json
1523	US-SAM:067bee27a3654fa8a7f6c67a1d27feff	Instrument Landing System Draft Specification	TRANSPORTATION, DEPARTMENT OF	2026-10-02T21:00:00+00:00			LOW		===== FILE: files/2026.06.26_2028_ILS_Contract_Market_Survey_Draft_28003_29_db.pdf ===== Market Survey Announcement 1 July 2026 MARKET SURVEY ANNOUNCEMENT FOR Instrument Landing System (ILS) Draft Specification 1. Introduction/Purpose The Federal Aviation Administration (FAA) is conducting this Mar…	s b. No 13. Is the firm a socially and economically disadvantaged small business? a. Yes b. No I DECLARE THAT THE FOREGOING STATEMENTS CONCERNING ARE TRUE AND CORRECT TO THE BEST OF MY KNOWLEDGE, INFORMATION, AND BELIEF. I AM AWARE THAT I AM SUBJECT TO CRIMINAL PROSECUTION UNDER THE PROVISIONS OF 1…	batch-152.json
1524	EE-RHR:7db83da9-62f0-461b-8053-7b407624cfce	Toidu- ja esmatarbekaupade ostmine	Tallinna Strateegiakeskus	2026-08-28T09:00:00+00:00	2500000.0	EUR	LOW		===== FILE: files/files_unpacked/312171_ESPD_v2.0_laiendatud.xml ===== <?xml version="1.0" encoding="UTF-8"?> <QualificationApplicationRequest xmlns:ext="urn:oasis:names:specification:ubl:schema:xsd:CommonExtensionComponents-2" xmlns="urn:oasis:names:specification:ubl:schema:xsd:QualificationApplic…	===== FILE: files/files_unpacked/312171_ESPD_v2.0_laiendatud.xml ===== <?xml version="1.0" encoding="UTF-8"?> <QualificationApplicationRequest xmlns:ext="urn:oasis:names:specification:ubl:schema:xsd:CommonExtensionComponents-2" xmlns="urn:oasis:names:specification:ubl:schema:xsd:QualificationApplic…	batch-152.json
1525	US-SAM:aedd9b2d1dae40f1acf8579b6bb64514	Solid Waste Removal Services	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2027-07-27T17:00:00+00:00			LOW		ontractor shall provide all labor, equipment, vehicles, containers, supervision, transportation, and materials necessary to perform the required services. 2.0 Background The Yakama Indian Health Center is an Indian Health Service (IHS) operated outpatient healthcare facility serving the Yakama Nati…	required. 10.0 Government-Furnished Property No Government-Furnished Equipment (GFE) or Government-Furnished Information (GFI) will be provided under this contract. 11.0 Safety and Environmental Requirements The Contractor shall comply with all Occupational Safety and Health Administration (OSHA), …	batch-152.json
1526	US-SAM:7e4ca460847b451f8430b5b8906ee294	Air Force - Small UAS & Asymmetric Capabilities - Commercial Solutions Opening	DEPT OF DEFENSE	2026-09-03T20:00:00+00:00			LOW		d warfighters worldwide. The division delivers support to Special Warfare operators across the spectrum, provides Asymmetric Operations support, and fields Tactical and Small Uncrewed Aerial Systems. Additionally, the Division holds a Rapid Development Integration Facility that performs engineering…		batch-152.json
1527	US-SAM:e7e82a6cba174c58ba61b1fdbd1abef4	Bottle Liquid Scanner (BLS) Qualified Products List (QPL)	HOMELAND SECURITY, DEPARTMENT OF	2026-09-07T21:00:00+00:00			LOW		the TSA BLS QPL. The TSA requires any BLS systems used within the U.S. and its territories to be certified and qualified as defined in 49 U.S.C.§ 44913 and Revolutionary FAR Overhaul (RFO) Federal Acquisition Regulation (FAR) 9.202, respectively 1. The TSA is subject to the World Trade Organization…		batch-152.json
1528	TED:575678-2026	Portugal – Fuels – FORNECIMENTO DE COMBUSTÍVEIS LÍQUIDOS - 2026	Serviços Municipalizados de Água e Saneamento da Câmara Municipal das Caldas da Rainha	2026-09-17T00:00:00+00:00	712000.0	EUR	LOW		d? Yes Electronic payment will be used? Yes Review Body Name Município das Caldas da Rainha Review Body Location PRAÇA 25 DE ABRIL 2500-110 União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório Caldas da Rainha Leiria PORTUGAL Review Body - Email secretaria@smas-ca…	cquisition Main site or location of works, place of delivery or of performance PRAÇA 25 DE ABRIL 2500-110 União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório Caldas da Rainha Leiria PORTUGAL Base Price 712,000.00 EUR Scheduling Start Request Online Publishing Dat…	batch-152.json
1529	TED:536168-2026	Lithuania – Passenger cars – Automobilių veiklos nuoma	VĮ Registrų centras (PV)	2026-09-04T03:00:00+00:00		EUR	LOW		duomenų bazėje adresu: https://kt.gov.lt/lt/atviri-duomenys/diskvalifikavimas-is-viesuju-pirkimu skelbiamą informaciją. | Tiekėjas yra įsteigtas arba dalyvauja pirkime vietoj kito asmens, siekiant išvengti VPĮ 46 straipsnio 4 ir 6 dalyse nurodytų pašalinimo pagrindų taikymo. | VPĮ 46 straipsnio 7 d…	| Tiekėjas yra įsteigtas arba dalyvauja pirkime vietoj kito asmens, siekiant išvengti VPĮ 46 straipsnio 4 ir 6 dalyse nurodytų pašalinimo pagrindų taikymo. | VPĮ 46 straipsnio 7 dalis EBVPD III dalies D3 punktas | Iš Lietuvoje įsteigtų subjektų įrodančių dokumentų nereikalaujama, užtenka pateikto E…	batch-152.json
